,team,elo,event_wins,1_wins,2_wins,3_wins,num_seasons,event_wins_per_season,adjustPoints,autoPoints,cargoPoints,completeRocketRankingPoint,completedRocketFar,completedRocketNear,foulPoints,habClimbPoints,habDockingRankingPoint,hatchPanelPoints,rp,sandStormBonusPoints,techFoulCount,teleopPoints,totalPoints,endgameRobot_HabLevel1,endgameRobot_HabLevel2,endgameRobot_HabLevel3,endgameRobot_Unknown,habLineRobot_CrossedHabLineInSandstorm,habLineRobot_CrossedHabLineInTeleop,bay_score
10,frc28,1467,0,0,0,0,25,0.0,0.0,12.12,15.48,0.0,0.0,0.0,3.44,12.96,0.36,6.08,1.0,12.12,0.08,34.52,50.08,0.44,0.04,0.32,0.0,0.8,0.2,32.279999999999994
11,frc31,1501,0,0,0,0,24,0.0,0.0,12.0,15.428571428571429,0.0,0.0,0.0,4.0,9.285714285714286,0.19047619047619047,7.809523809523809,1.2857142857142858,12.0,0.09523809523809523,32.523809523809526,48.523809523809526,0.8095238095238095,0.0,0.0,0.0,0.9523809523809523,0.0,34.857142857142854
12,frc33,1812,20,11,8,1,25,0.8,0.0,14.282608695652174,27.97826086956522,0.09782608695652174,0.021739130434782608,0.08695652173913043,3.4456521739130435,18.652173913043477,0.5434782608695652,15.369565217391305,1.641304347826087,14.282608695652174,0.05434782608695652,62.0,79.72826086956522,0.17391304347826086,0.0,0.8152173913043478,0.0,1.0,0.0,54.478260869565204
13,frc34,1566,0,0,0,0,24,0.0,0.0,12.0,21.857142857142858,0.0,0.0,0.0,2.7142857142857144,10.857142857142858,0.2857142857142857,6.666666666666667,1.3333333333333333,12.0,0.14285714285714285,39.38095238095238,54.095238095238095,0.8095238095238095,0.0,0.0,0.0,1.0,0.0,40.428571428571416
14,frc41,1666,3,1,0,1,24,0.125,0.0,12.225,17.1,0.1,0.05,0.05,3.225,14.925,0.55,12.5,1.8,12.225,0.025,44.525,59.975,0.175,0.4,0.35,0.0,0.975,0.025,40.849999999999994
15,frc45,1602,6,1,2,3,29,0.20689655172413796,0.0,13.5,22.583333333333332,0.05555555555555555,0.027777777777777776,0.0,1.6666666666666667,11.75,0.4166666666666667,10.555555555555555,1.4722222222222223,13.5,0.08333333333333333,44.888888888888886,60.05555555555556,0.75,0.027777777777777776,0.0,0.0,0.9722222222222222,0.027777777777777776,44.58333333333335
16,frc48,1583,7,2,1,4,23,0.3043478260869565,0.0,13.607142857142858,24.75,0.125,0.07142857142857142,0.03571428571428571,2.3392857142857144,16.875,0.44642857142857145,12.035714285714286,1.4642857142857142,13.607142857142858,0.07142857142857142,53.660714285714285,69.60714285714286,0.19642857142857142,0.26785714285714285,0.4642857142857143,0.0,1.0,0.0,46.5
17,frc51,1660,6,0,3,2,11,0.5454545454545454,0.0,14.076923076923077,25.846153846153847,0.09230769230769231,0.06153846153846154,0.015384615384615385,2.9846153846153847,18.6,0.6307692307692307,11.292307692307693,1.6923076923076923,14.076923076923077,0.046153846153846156,55.738461538461536,72.8,0.046153846153846156,0.07692307692307693,0.8153846153846154,0.0,0.9692307692307692,0.03076923076923077,47.292307692307666
18,frc56,1707,9,3,4,2,24,0.375,0.0,12.45,25.6,0.08333333333333333,0.016666666666666666,0.03333333333333333,2.6333333333333333,19.05,0.6666666666666666,10.733333333333333,1.8,12.45,0.016666666666666666,55.38333333333333,70.46666666666667,0.15,0.25,0.5833333333333334,0.0,0.9833333333333333,0.016666666666666666,47.86666666666667
19,frc58,1629,2,1,1,0,25,0.08,0.0,13.431818181818182,21.0,0.09090909090909091,0.045454545454545456,0.045454545454545456,1.3181818181818181,17.045454545454547,0.6363636363636364,10.363636363636363,1.6818181818181819,13.431818181818182,0.022727272727272728,48.40909090909091,63.15909090909091,0.13636363636363635,0.2727272727272727,0.5454545454545454,0.0,0.9772727272727273,0.022727272727272728,42.31818181818181
20,frc59,1681,0,0,0,0,22,0.0,0.0,13.953488372093023,27.0,0.16279069767441862,0.11627906976744186,0.046511627906976744,4.27906976744186,15.13953488372093,0.3023255813953488,13.674418604651162,1.3488372093023255,13.953488372093023,0.06976744186046512,55.81395348837209,74.04651162790698,0.32558139534883723,0.32558139534883723,0.046511627906976744,0.0,1.0,0.0,51.46511627906977
21,frc60,1555,5,2,3,0,24,0.20833333333333331,-2.2903225806451615,13.64516129032258,17.322580645161292,0.0,0.0,0.0,2.903225806451613,11.225806451612904,0.1935483870967742,9.483870967741936,0.6774193548387096,13.64516129032258,0.12903225806451613,38.03225806451613,52.29032258064516,0.9032258064516129,0.0,0.0,0.0,1.0,0.0,38.548387096774206
22,frc61,1643,1,1,0,0,24,0.04166666666666666,0.0,13.4,17.7,0.03333333333333333,0.0,0.03333333333333333,2.7,16.9,0.6666666666666666,10.466666666666667,1.4333333333333333,13.4,0.03333333333333333,45.06666666666667,61.166666666666664,0.23333333333333334,0.36666666666666664,0.36666666666666664,0.0,1.0,0.0,38.16666666666667
23,frc63,1528,1,0,1,0,24,0.04166666666666666,0.0,10.909090909090908,12.681818181818182,0.045454545454545456,0.0,0.0,1.5454545454545454,12.681818181818182,0.4090909090909091,8.090909090909092,1.5,10.909090909090908,0.0,33.45454545454545,45.90909090909091,0.22727272727272727,0.7272727272727273,0.0,0.0,0.5909090909090909,0.3181818181818182,31.31818181818182
24,frc66,1623,6,1,3,2,23,0.2608695652173913,0.0,13.8,25.90909090909091,0.05454545454545454,0.0,0.01818181818181818,1.8727272727272728,13.090909090909092,0.41818181818181815,10.436363636363636,1.4727272727272727,13.8,0.03636363636363636,49.43636363636364,65.10909090909091,0.7090909090909091,0.01818181818181818,0.12727272727272726,0.0,1.0,0.0,47.50909090909091
25,frc67,1711,33,18,12,3,24,1.375,0.0,13.063291139240507,27.9873417721519,0.17721518987341772,0.0759493670886076,0.05063291139240506,2.2278481012658227,16.860759493670887,0.5949367088607594,12.556962025316455,1.9493670886075949,13.063291139240507,0.012658227848101266,57.40506329113924,72.69620253164557,0.31645569620253167,0.0,0.5822784810126582,0.0,0.9873417721518988,0.012658227848101266,52.34177215189872
26,frc68,1482,7,2,4,1,23,0.3043478260869565,0.0,14.217391304347826,19.956521739130434,0.06521739130434782,0.021739130434782608,0.0,2.108695652173913,15.195652173913043,0.4782608695652174,7.565217391304348,1.0217391304347827,14.217391304347826,0.13043478260869565,42.71739130434783,59.04347826086956,0.5434782608695652,0.10869565217391304,0.21739130434782608,0.0,0.9782608695652174,0.0,39.478260869565226
27,frc69,1652,3,2,1,0,25,0.12,0.0,13.212765957446809,19.851063829787233,0.06382978723404255,0.02127659574468085,0.0425531914893617,1.425531914893617,17.170212765957448,0.6595744680851063,12.808510638297872,1.7872340425531914,13.212765957446809,0.0,49.829787234042556,64.46808510638297,0.1276595744680851,0.0425531914893617,0.8297872340425532,0.0,0.9574468085106383,0.0425531914893617,41.68085106382978
28,frc70,1591,7,1,2,3,23,0.3043478260869565,0.0,12.23076923076923,16.615384615384617,0.19230769230769232,0.038461538461538464,0.11538461538461539,2.0,13.153846153846153,0.4230769230769231,7.615384615384615,1.4615384615384615,12.23076923076923,0.11538461538461539,37.38461538461539,51.61538461538461,0.3076923076923077,0.15384615384615385,0.34615384615384615,0.0,1.0,0.0,35.61538461538463
29,frc71,1631,9,4,4,1,25,0.36,-4.760869565217392,12.717391304347826,25.108695652173914,0.08695652173913043,0.043478260869565216,0.0,2.260869565217391,16.565217391304348,0.5869565217391305,10.782608695652174,1.6956521739130435,12.717391304347826,0.15217391304347827,52.45652173913044,62.67391304347826,0.21739130434782608,0.2391304347826087,0.5217391304347826,0.0,0.9782608695652174,0.0,47.80434782608695
30,frc74,1644,5,1,1,1,26,0.19230769230769232,0.0,13.258064516129032,19.548387096774192,0.0,0.0,0.0,2.129032258064516,11.806451612903226,0.22580645161290322,5.161290322580645,1.1290322580645162,13.258064516129032,0.06451612903225806,36.516129032258064,51.903225806451616,0.967741935483871,0.0,0.0,0.0,1.0,0.0,36.580645161290334
31,frc75,1635,3,2,1,0,24,0.125,0.0,11.0,19.5,0.07142857142857142,0.023809523809523808,0.047619047619047616,3.619047619047619,14.357142857142858,0.5,10.047619047619047,1.5238095238095237,11.0,0.07142857142857142,43.904761904761905,58.523809523809526,0.5238095238095238,0.11904761904761904,0.2857142857142857,0.0,0.9761904761904762,0.023809523809523808,40.928571428571416
32,frc78,1843,3,1,1,1,11,0.2727272727272727,0.0,12.453488372093023,30.38372093023256,0.1744186046511628,0.11627906976744186,0.046511627906976744,3.604651162790698,17.406976744186046,0.627906976744186,13.255813953488373,1.9069767441860466,12.453488372093023,0.023255813953488372,61.04651162790697,77.1046511627907,0.10465116279069768,0.0,0.7674418604651163,0.0,0.9883720930232558,0.0,54.89534883720928
33,frc79,1467,4,1,2,1,23,0.17391304347826084,0.0,13.166666666666666,16.833333333333332,0.0,0.0,0.0,2.8333333333333335,8.333333333333334,0.1111111111111111,4.777777777777778,0.5555555555555556,13.166666666666666,0.16666666666666666,29.944444444444443,45.94444444444444,0.6666666666666666,0.05555555555555555,0.0,0.0,1.0,0.0,33.500000000000014
34,frc81,1421,0,0,0,0,27,0.0,0.0,11.454545454545455,19.363636363636363,0.09090909090909091,0.0,0.0,0.8181818181818182,14.727272727272727,0.5454545454545454,7.454545454545454,1.9090909090909092,11.454545454545455,0.09090909090909091,41.54545454545455,53.81818181818182,0.9090909090909091,0.09090909090909091,0.0,0.0,0.9090909090909091,0.09090909090909091,36.999999999999986
35,frc85,1639,6,2,3,1,25,0.24,0.0,14.181818181818182,22.854545454545455,0.21818181818181817,0.03636363636363636,0.14545454545454545,2.581818181818182,16.90909090909091,0.5636363636363636,9.381818181818181,1.8363636363636364,14.181818181818182,0.12727272727272726,49.14545454545455,65.9090909090909,0.21818181818181817,0.45454545454545453,0.2727272727272727,0.0,0.9818181818181818,0.01818181818181818,43.90909090909091
36,frc86,1705,4,2,2,0,23,0.17391304347826084,0.0,10.555555555555555,20.555555555555557,0.037037037037037035,0.037037037037037035,0.0,2.4814814814814814,13.0,0.37037037037037035,11.777777777777779,1.4444444444444444,10.555555555555555,0.037037037037037035,45.333333333333336,58.370370370370374,0.2962962962962963,0.037037037037037035,0.5555555555555556,0.0,1.0,0.0,42.777777777777786
37,frc87,1443,0,0,0,0,24,0.0,0.0,12.75,18.0,0.041666666666666664,0.041666666666666664,0.0,2.4583333333333335,11.0,0.3333333333333333,5.416666666666667,1.0416666666666667,12.75,0.0,34.416666666666664,49.625,0.7083333333333334,0.0,0.041666666666666664,0.0,0.9583333333333334,0.041666666666666664,35.250000000000014
38,frc88,1700,7,5,2,0,25,0.28,0.0,13.6125,26.175,0.1125,0.0375,0.0625,1.75,13.3875,0.3625,11.575,1.35,13.6125,0.0375,51.1375,66.5,0.625,0.05,0.1875,0.0,0.9875,0.0125,48.27499999999999
39,frc93,1568,4,0,1,3,24,0.16666666666666666,0.0,13.571428571428571,16.714285714285715,0.0,0.0,0.0,2.619047619047619,12.571428571428571,0.47619047619047616,7.0476190476190474,1.7619047619047619,13.571428571428571,0.047619047619047616,36.333333333333336,52.523809523809526,0.5714285714285714,0.09523809523809523,0.09523809523809523,0.0,0.9523809523809523,0.0,35.1904761904762
40,frc94,1529,0,0,0,0,23,0.0,0.0,13.21875,12.28125,0.0,0.0,0.0,1.25,14.34375,0.21875,10.6875,1.0625,13.21875,0.03125,37.3125,51.78125,0.25,0.65625,0.0,0.0,0.96875,0.03125,29.90625
41,frc95,1642,3,0,3,0,24,0.125,0.0,13.074626865671641,20.73134328358209,0.23880597014925373,0.1044776119402985,0.05970149253731343,1.8507462686567164,11.865671641791044,0.2537313432835821,12.238805970149254,1.3582089552238805,13.074626865671641,0.029850746268656716,44.83582089552239,59.76119402985075,0.8059701492537313,0.029850746268656716,0.0,0.0,0.9701492537313433,0.014925373134328358,43.08955223880597
42,frc97,1481,0,0,0,0,24,0.0,0.0,11.884615384615385,14.884615384615385,0.038461538461538464,0.0,0.038461538461538464,2.576923076923077,10.038461538461538,0.34615384615384615,8.923076923076923,1.2307692307692308,11.884615384615385,0.0,33.84615384615385,48.30769230769231,0.5769230769230769,0.0,0.0,0.0,0.9230769230769231,0.038461538461538464,33.73076923076925
43,frc100,1498,3,2,0,1,24,0.125,0.0,12.625,15.75,0.08333333333333333,0.041666666666666664,0.0,4.125,11.125,0.25,9.0,1.0416666666666667,12.625,0.20833333333333334,35.875,52.625,0.4583333333333333,0.375,0.0,0.0,0.9166666666666666,0.0,34.833333333333336
44,frc101,1575,0,0,0,0,24,0.0,0.0,13.071428571428571,12.642857142857142,0.0,0.0,0.0,7.5,8.571428571428571,0.0,11.285714285714286,0.8571428571428571,13.071428571428571,0.0,32.5,53.07142857142857,0.7142857142857143,0.07142857142857142,0.0,0.0,0.9285714285714286,0.0,33.357142857142854
45,frc102,1641,3,0,0,3,23,0.13043478260869565,0.0,13.875,20.410714285714285,0.05357142857142857,0.03571428571428571,0.0,1.3214285714285714,13.553571428571429,0.4107142857142857,8.678571428571429,1.5357142857142858,13.875,0.05357142857142857,42.642857142857146,57.839285714285715,0.3392857142857143,0.5714285714285714,0.0,0.0,0.9821428571428571,0.017857142857142856,40.767857142857146
46,frc103,1670,6,2,4,0,24,0.25,0.0,11.732142857142858,25.232142857142858,0.17857142857142858,0.017857142857142856,0.08928571428571429,2.732142857142857,17.839285714285715,0.7321428571428571,11.678571428571429,2.017857142857143,11.732142857142858,0.017857142857142856,54.75,69.21428571428571,0.16071428571428573,0.35714285714285715,0.4642857142857143,0.0,0.9642857142857143,0.03571428571428571,47.94642857142858
47,frc107,1719,5,2,3,0,24,0.20833333333333331,0.0,13.451612903225806,27.29032258064516,0.04838709677419355,0.016129032258064516,0.016129032258064516,3.2580645161290325,19.20967741935484,0.6774193548387096,12.516129032258064,1.7903225806451613,13.451612903225806,0.03225806451612903,59.016129032258064,75.7258064516129,0.0967741935483871,0.14516129032258066,0.6935483870967742,0.0,0.9838709677419355,0.016129032258064516,50.25806451612903
48,frc108,1594,4,1,1,2,26,0.15384615384615385,0.0,10.826086956521738,16.695652173913043,0.0,0.0,0.0,1.5217391304347827,13.956521739130435,0.391304347826087,7.6521739130434785,1.2608695652173914,10.826086956521738,0.08695652173913043,38.30434782608695,50.65217391304348,0.2608695652173913,0.391304347826087,0.2608695652173913,0.0,0.9565217391304348,0.043478260869565216,35.478260869565226
49,frc111,1717,14,7,6,1,26,0.5384615384615384,0.0,13.277777777777779,27.666666666666668,0.1111111111111111,0.037037037037037035,0.09259259259259259,2.314814814814815,15.944444444444445,0.2962962962962963,15.481481481481481,1.0925925925925926,13.277777777777779,0.07407407407407407,59.092592592592595,74.68518518518519,0.5740740740740741,0.37037037037037035,0.0,0.0,0.9629629629629629,0.037037037037037035,52.888888888888886
50,frc114,1640,1,0,1,0,24,0.04166666666666666,0.0,12.1875,26.1875,0.16666666666666666,0.08333333333333333,0.0625,2.5625,12.875,0.3125,11.708333333333334,1.3333333333333333,12.1875,0.020833333333333332,50.770833333333336,65.52083333333333,0.7083333333333334,0.0,0.0,0.0,1.0,0.0,49.72916666666665
51,frc115,1733,3,1,1,1,23,0.13043478260869565,0.09375,13.40625,25.125,0.09375,0.03125,0.03125,3.0625,14.15625,0.34375,11.9375,1.4375,13.40625,0.0625,51.21875,67.78125,0.1875,0.78125,0.0,0.0,1.0,0.0,47.3125
52,frc116,1563,0,0,0,0,25,0.0,-2.2857142857142856,11.035714285714286,16.607142857142858,0.0,0.0,0.0,1.5714285714285714,13.392857142857142,0.42857142857142855,6.571428571428571,1.2142857142857142,11.035714285714286,0.14285714285714285,36.57142857142857,46.892857142857146,0.7142857142857143,0.0,0.14285714285714285,0.0,0.9642857142857143,0.03571428571428571,34.750000000000014
53,frc117,1497,1,0,0,1,23,0.043478260869565216,0.0,12.8,22.4,0.0,0.0,0.0,1.2,14.6,0.3333333333333333,9.733333333333333,1.1333333333333333,12.8,0.0,46.733333333333334,60.733333333333334,0.8,0.0,0.06666666666666667,0.0,1.0,0.0,42.533333333333324
54,frc118,1765,27,13,12,2,24,1.125,-0.5882352941176471,12.670588235294117,25.870588235294118,0.2823529411764706,0.1411764705882353,0.11764705882352941,3.7176470588235295,16.83529411764706,0.5647058823529412,14.188235294117646,2.0470588235294116,12.670588235294117,0.10588235294117647,56.89411764705882,72.69411764705882,0.15294117647058825,0.07058823529411765,0.7176470588235294,0.0,1.0,0.0,50.88235294117646
55,frc120,1530,2,0,0,2,25,0.08,-1.511111111111111,12.0,26.133333333333333,0.08888888888888889,0.0,0.044444444444444446,2.4,14.4,0.3111111111111111,10.311111111111112,1.0888888888888888,12.0,0.06666666666666667,50.84444444444444,63.733333333333334,0.8666666666666667,0.06666666666666667,0.0,0.0,0.9555555555555556,0.044444444444444446,48.26666666666665
56,frc121,1563,6,3,2,1,25,0.24,0.0,11.571428571428571,21.857142857142858,0.03571428571428571,0.0,0.0,1.8928571428571428,10.928571428571429,0.39285714285714285,7.857142857142857,1.2857142857142858,11.571428571428571,0.07142857142857142,40.642857142857146,54.107142857142854,0.8571428571428571,0.0,0.0,0.0,0.9642857142857143,0.0,40.2142857142857
57,frc122,1590,3,1,2,0,24,0.125,0.0,12.107142857142858,14.357142857142858,0.0,0.0,0.0,1.5357142857142858,10.607142857142858,0.25,8.071428571428571,1.1428571428571428,12.107142857142858,0.10714285714285714,33.035714285714285,46.67857142857143,0.7142857142857143,0.0,0.0,0.0,0.9642857142857143,0.03571428571428571,33.071428571428584
58,frc123,1549,2,2,0,0,24,0.08333333333333333,0.0,14.072727272727272,19.472727272727273,0.01818181818181818,0.0,0.01818181818181818,2.4363636363636365,14.672727272727272,0.45454545454545453,7.3090909090909095,1.4181818181818182,14.072727272727272,0.05454545454545454,41.45454545454545,57.96363636363636,0.2545454545454545,0.6,0.01818181818181818,0.0,0.9454545454545454,0.05454545454545454,37.872727272727275
59,frc125,1732,11,4,5,2,23,0.4782608695652174,0.0,12.116504854368932,26.70873786407767,0.20388349514563106,0.13592233009708737,0.07766990291262135,3.8058252427184467,15.029126213592233,0.42718446601941745,13.37864077669903,1.5436893203883495,12.116504854368932,0.038834951456310676,55.116504854368934,71.03883495145631,0.4854368932038835,0.009708737864077669,0.3106796116504854,0.0,0.970873786407767,0.009708737864077669,51.29126213592235
60,frc126,1677,5,3,2,0,29,0.1724137931034483,0.0,13.609756097560975,26.70731707317073,0.12195121951219512,0.04878048780487805,0.04878048780487805,3.1707317073170733,12.804878048780488,0.34146341463414637,11.414634146341463,1.4146341463414633,13.609756097560975,0.07317073170731707,50.926829268292686,67.70731707317073,0.5853658536585366,0.24390243902439024,0.0,0.0,1.0,0.0,49.731707317073166
61,frc128,1447,2,1,1,0,24,0.08333333333333333,0.0,11.333333333333334,14.333333333333334,0.0,0.0,0.0,1.7777777777777777,6.0,0.0,9.333333333333334,0.6666666666666666,11.333333333333334,0.2222222222222222,29.666666666666668,42.77777777777778,0.5555555555555556,0.0,0.0,0.0,1.0,0.0,29.0
62,frc131,1561,1,0,0,1,27,0.037037037037037035,0.0,9.0,18.4,0.0,0.0,0.0,1.1,8.9,0.1,5.8,0.8666666666666667,9.0,0.06666666666666667,33.1,43.2,0.4,0.3,0.0,0.0,1.0,0.0,36.06666666666668
63,frc133,1784,5,3,1,1,24,0.20833333333333331,0.0,14.072164948453608,29.38144329896907,0.2268041237113402,0.13402061855670103,0.12371134020618557,2.3917525773195876,17.567010309278352,0.5670103092783505,15.731958762886597,1.711340206185567,14.072164948453608,0.061855670103092786,62.68041237113402,79.14432989690722,0.16494845360824742,0.010309278350515464,0.7938144329896907,0.0,0.9896907216494846,0.0,54.98969072164948
64,frc135,1661,3,1,2,0,23,0.13043478260869565,-3.2444444444444445,14.333333333333334,24.466666666666665,0.15555555555555556,0.08888888888888889,0.022222222222222223,2.1777777777777776,16.466666666666665,0.6666666666666666,11.866666666666667,1.8666666666666667,14.333333333333334,0.044444444444444446,52.8,66.06666666666666,0.13333333333333333,0.08888888888888889,0.6222222222222222,0.0,1.0,0.0,48.11111111111108
65,frc136,1443,0,0,0,0,24,0.0,0.0,11.5,15.25,0.0,0.0,0.0,1.25,9.75,0.25,4.0,1.0833333333333333,11.5,0.08333333333333333,29.0,41.75,0.6666666666666666,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,31.25000000000001
66,frc138,1575,1,1,0,0,24,0.04166666666666666,0.0,11.482758620689655,14.689655172413794,0.034482758620689655,0.0,0.034482758620689655,2.413793103448276,11.586206896551724,0.27586206896551724,7.586206896551724,1.2758620689655173,11.482758620689655,0.034482758620689655,33.86206896551724,47.758620689655174,0.5172413793103449,0.27586206896551724,0.0,0.0,1.0,0.0,33.517241379310335
67,frc141,1531,4,0,1,3,26,0.15384615384615385,0.0,13.714285714285714,23.666666666666668,0.09523809523809523,0.047619047619047616,0.031746031746031744,0.8888888888888888,15.19047619047619,0.5396825396825397,9.80952380952381,1.5555555555555556,13.714285714285714,0.0,48.666666666666664,63.26984126984127,0.2857142857142857,0.12698412698412698,0.4126984126984127,0.0,0.9682539682539683,0.015873015873015872,44.99999999999999
68,frc144,1636,2,0,1,0,20,0.1,0.0,13.777777777777779,22.77777777777778,0.037037037037037035,0.0,0.037037037037037035,1.8148148148148149,11.11111111111111,0.07407407407407407,10.962962962962964,1.0,13.777777777777779,0.037037037037037035,44.851851851851855,60.44444444444444,0.5555555555555556,0.2962962962962963,0.0,0.0,1.0,0.0,43.2962962962963
69,frc145,1637,0,0,0,0,24,0.0,0.0,13.125,18.0,0.03125,0.0,0.03125,2.46875,13.3125,0.40625,8.25,1.46875,13.125,0.125,39.5625,55.15625,0.53125,0.0,0.4375,0.0,0.96875,0.03125,37.3125
70,frc148,1829,23,11,7,5,28,0.8214285714285714,0.0,13.06578947368421,30.31578947368421,0.2236842105263158,0.09210526315789473,0.14473684210526316,3.8421052631578947,16.81578947368421,0.4605263157894737,16.36842105263158,1.763157894736842,13.06578947368421,0.06578947368421052,63.5,80.40789473684211,0.3157894736842105,0.013157894736842105,0.5394736842105263,0.0,0.9736842105263158,0.02631578947368421,56.92105263157893
71,frc151,1550,0,0,0,0,27,0.0,0.0,12.857142857142858,9.964285714285714,0.0,0.0,0.0,1.5,11.035714285714286,0.25,11.214285714285714,1.1071428571428572,12.857142857142858,0.07142857142857142,32.214285714285715,46.57142857142857,0.2857142857142857,0.6071428571428571,0.0,0.0,1.0,0.0,28.678571428571427
72,frc155,1480,3,1,1,1,27,0.1111111111111111,0.0,12.620689655172415,15.724137931034482,0.034482758620689655,0.034482758620689655,0.0,0.3103448275862069,11.89655172413793,0.3793103448275862,11.862068965517242,0.9655172413793104,12.620689655172415,0.10344827586206896,39.48275862068966,52.41379310344828,0.7241379310344828,0.0,0.0,0.0,1.0,0.0,37.999999999999986
73,frc156,1521,1,0,0,1,10,0.1,0.0,12.857142857142858,13.714285714285714,0.047619047619047616,0.0,0.0,1.4761904761904763,10.428571428571429,0.19047619047619047,12.476190476190476,1.0,12.857142857142858,0.09523809523809523,36.61904761904762,50.95238095238095,0.5238095238095238,0.38095238095238093,0.0,0.0,1.0,0.0,36.85714285714285
74,frc157,1539,0,0,0,0,27,0.0,0.0,10.862068965517242,17.06896551724138,0.0,0.0,0.0,1.5172413793103448,14.793103448275861,0.4827586206896552,7.103448275862069,1.1724137931034482,10.862068965517242,0.06896551724137931,38.96551724137931,51.3448275862069,0.06896551724137931,0.4482758620689655,0.3103448275862069,0.0,0.9310344827586207,0.034482758620689655,35.482758620689644
75,frc159,1517,0,0,0,0,23,0.0,0.0,12.6,12.15,0.05,0.05,0.0,2.65,8.1,0.25,7.8,1.25,12.6,0.0,28.05,43.3,0.75,0.0,0.0,0.0,0.9,0.05,30.849999999999998
